"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test full workflow on a system with CUDA.","5","test_full_workflow_cuda_system","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestIntegration","device_handler_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","164","test_instanovoplus_model[args0-.yaml-\\*.ckpt, \\*.pt]","tests.unit_test","Thu Jun 04 13:45:02 UTC 2026","passed","Thu Jun 04 13:45:02 UTC 2026","","cli_test","",""
"Test spectrum data frame basic initialisation.","1","test_init","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","159","test_no_data_path[args1]","tests.unit_test","Thu Jun 04 13:45:04 UTC 2026","passed","Thu Jun 04 13:45:04 UTC 2026","","cli_test","",""
"Test getting local path for s3 file using S3FileHandler.","9","test_s3_file_handler_get_local_path","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","s3_test","",""
"Test CLI skips download when target directory exists with matching record ID.","2","test_cli_skips_when_directory_exists","tests.scripts","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestMainCommand","get_zenodo_record_test","",""
"Test the main command help text is displayed.","16","test_main_help[args3-Run predictions or train with only the diffusion-based InstaNovo+ model.]","tests.unit_test","Thu Jun 04 13:45:02 UTC 2026","passed","Thu Jun 04 13:45:02 UTC 2026","","cli_test","",""
"Test applying config with specified device.","0","test_apply_config_specified_device","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestApplyDeviceConfig","device_handler_test","",""
"Test getting local path for missing s3 file using S3FileHandler.","4","test_s3_file_handler_get_local_path_missing","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","s3_test","",""
"Tests splitting of peptide.","0","test_split_peptide","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test knapsack beam search decoder loader.","218","test_from_file","tests.unit_test.inference_test","Thu Jun 04 13:44:48 UTC 2026","passed","Thu Jun 04 13:44:48 UTC 2026","","knapsack_beam_search_test","",""
"Test configuration updates for MPS device.","1","test_mps_config_updates","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestGetDeviceConfigUpdates","device_handler_test","",""
"Tests s3 creation.","400","test_create_s3fs","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","s3_test","",""
"Test the main command help text is displayed.","149","test_main_help[args0-Run predictions with InstaNovo and optionally with InstaNovo+.]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Test main method call.","4","test_main","tests.unit_test.scripts_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","update_ipc_format_test","",""
"Test when neither CUDA nor MPS are available.","5","test_neither_available","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestGetDeviceCapabilities","device_handler_test","",""
"Test applying config when model section already exists.","1","test_apply_config_existing_model_section","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestApplyDeviceConfig","device_handler_test","",""
"Test spectrum data frame parquet creation and initialisation.","12","test_parquet_init","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test spectrum data frame properties.","7","test_properties","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli.","963","test_predict_transformer_pipeline","tests.unit_test","Thu Jun 04 13:45:04 UTC 2026","passed","Thu Jun 04 13:45:05 UTC 2026","","cli_test","",""
"Test residue sequence mass.","1","test_get_sequence_mass","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","residues_test","",""
"Test the 'predict' command of the instanovo_cli.","2172","test_predict","tests.unit_test","Thu Jun 04 13:44:53 UTC 2026","passed","Thu Jun 04 13:44:55 UTC 2026","","cli_test","",""
"Test function that checks if a sequence matches the precursor mass within some tolerance.","2","test_precursor_match","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test mgf to parquet conversion where no scan number column is present.","10","test_mgf_to_parquet_no_scan_number","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test positional encoding specified initialisation.","1","test_pos_enc_spec","tests.unit_test.transformer_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","layers_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","16","test_predict_nonexisting_config_path[cli0]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:59 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","159","test_nonexisting_data_path[args2]","tests.unit_test","Thu Jun 04 13:45:03 UTC 2026","passed","Thu Jun 04 13:45:04 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","19","test_predict_nonexisting_config_name[cli1]","tests.unit_test","Thu Jun 04 13:44:55 UTC 2026","passed","Thu Jun 04 13:44:55 UTC 2026","","cli_test","",""
"Test transformer inference for mzML input.","806","test_mzml_preds","tests.unit_test.transformer_test","Thu Jun 04 13:46:18 UTC 2026","passed","Thu Jun 04 13:46:19 UTC 2026","","predict_test","",""
"Test spectrum dataset collate function.","0","test_dataset_collate","tests.unit_test.transformer_test","Thu Jun 04 13:45:05 UTC 2026","passed","Thu Jun 04 13:45:05 UTC 2026","","dataset_test","",""
"Test spectrum dataset specified initialisation.","574","test_dataset_spec_init","tests.unit_test.transformer_test","Thu Jun 04 13:45:21 UTC 2026","passed","Thu Jun 04 13:45:21 UTC 2026","","dataset_test","",""
"Test transformer inference when dropping a row.","1812","test_row_drop","tests.unit_test.transformer_test","Thu Jun 04 13:46:17 UTC 2026","passed","Thu Jun 04 13:46:18 UTC 2026","","predict_test","",""
"Test check_device with config parameter.","2","test_check_device_with_config","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test knapsack beam search decoder initialisation.","4141","test_init","tests.unit_test.inference_test","Thu Jun 04 13:44:48 UTC 2026","passed","Thu Jun 04 13:44:53 UTC 2026","","knapsack_beam_search_test","",""
"Test multi scale peak embedding initialisation.","1","test_peak_embed","tests.unit_test.transformer_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","layers_test","",""
"Test multi scale peak embedding errors.","2","test_peak_embed_errors","tests.unit_test.transformer_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","layers_test","",""
"Test with empty configuration.","1","test_empty_config","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestEdgeCases","device_handler_test","",""
"Test the main function call of train.","9723","test_main","tests.unit_test.diffusion_test","Thu Jun 04 13:45:34 UTC 2026","passed","Thu Jun 04 13:45:44 UTC 2026","","train_test","",""
"Test InstaNovo model initialisation and methods.","1487","test_model_init","tests.unit_test.transformer_test","Thu Jun 04 13:45:22 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","model_test","",""
"Test knapsack creation, loading, and functionality.","4031","test_knapsack","tests.integration","Thu Jun 04 13:45:44 UTC 2026","passed","Thu Jun 04 13:45:48 UTC 2026","","knapsack_test","",""
"Tests precision-recall curve calculations.","75","test_get_pr_curve","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","163","test_instanovoplus_model[args0-.txt-\\*.ckpt, \\*.yaml, \\*.pt]","tests.unit_test","Thu Jun 04 13:44:57 UTC 2026","passed","Thu Jun 04 13:44:57 UTC 2026","","cli_test","",""
"Test uploading local file to s3 using S3FileHandler.","6","test_s3_file_handler_upload","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","s3_test","",""
"Test loading an InstaNovo+ model and doing inference end-to-end.","4096","test_model","tests.integration","Thu Jun 04 13:45:25 UTC 2026","passed","Thu Jun 04 13:45:29 UTC 2026","","instanovoplus_model_test","",""
"Test successful execution of the CLI command.","8","test_cli_successful_execution","tests.scripts","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestMainCommand","get_zenodo_record_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","163","test_no_output_path[args0]","tests.unit_test","Thu Jun 04 13:44:57 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Test code to update an ipc file from the old format to the new format.","8","test_update_ipc_format","tests.unit_test.scripts_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","update_ipc_format_test","",""
"Test positional encoding errors.","1","test_pos_enc_errors","tests.unit_test.transformer_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","layers_test","",""
"Test device detection when neither CUDA nor MPS are available.","3","test_detect_cpu","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestDetectDevice","device_handler_test","",""
"Test check_device with None config.","2","test_check_device_none_config","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test the 'predict' command of the instanovo cli with a file with a non-supported suffix.","164","test_instanovo_model_suffix[args0]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Test spectrum dataset default initialisation.","611","test_dataset_default_init","tests.unit_test.transformer_test","Thu Jun 04 13:45:21 UTC 2026","passed","Thu Jun 04 13:45:22 UTC 2026","","dataset_test","",""
"Test spectrum dataset error catching.","15","test_spectrum_errors","tests.unit_test.transformer_test","Thu Jun 04 13:45:05 UTC 2026","passed","Thu Jun 04 13:45:05 UTC 2026","","dataset_test","",""
"Test the 'predict' command of the instanovo_cli with different input files.","1772","test_transformer_predict","tests.unit_test","Thu Jun 04 13:44:55 UTC 2026","passed","Thu Jun 04 13:44:57 UTC 2026","","cli_test","",""
"Tests peptide matches calculation.","1","test_get_peptide_matches","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test device detection when CUDA is available.","3","test_detect_cuda","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestDetectDevice","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","160","test_nonexisting_data_path[args0]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Test peptide tokenizer.","0","test_tokenize","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","residues_test","",""
"Tests converting and saving an input file to a parquet file using the CLI.","47","test_convert_command","tests.unit_test.scripts_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","convert_to_sdf_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","18","test_predict_nonexisting_config_name[cli2]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Tests mass error calculation.","0","test_calc_mass_error","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test residue encoder.","1","test_encoder","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","residues_test","",""
"Test CLI with different parameters.","8","test_cli_with_different_parameters[https://zenodo.org/records/17816199/files/custom.zip-custom.zip-./custom]","tests.scripts","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","get_zenodo_record_test","",""
"Test diffusion model inference.","2078","test_diffusion_model_inference_refinement","tests.integration","Thu Jun 04 13:45:29 UTC 2026","passed","Thu Jun 04 13:45:31 UTC 2026","","instanovoplus_model_test","",""
"Test residue set remapping update.","0","test_update_remapping","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","residues_test","",""
"Test when MPS is requested but force_cpu is True.","4","test_mps_requested_but_force_cpu_set","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestValidateAndConfigureDevice","device_handler_test","",""
"Test when MPS is available and requested.","4","test_mps_available_and_requested","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestValidateAndConfigureDevice","device_handler_test","",""
"Test the neptune summary writer function.","3","test_neptune_summary_writer","tests.unit_test.transformer_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","train_test","",""
"Test training an InstaNovo model and doing inference end-to-end.","0","test_train_model","tests.integration","Thu Jun 04 13:46:21 UTC 2026","skipped","Thu Jun 04 13:46:21 UTC 2026","","instanovo_model_train_test","",""
"Test transformer inference with beam search.","855","test_preds_with_beam","tests.unit_test.transformer_test","Thu Jun 04 13:46:20 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","predict_test","",""
"Test transformer model inference.","881","test_transformer_model_inference","tests.integration","Thu Jun 04 13:46:22 UTC 2026","passed","Thu Jun 04 13:46:23 UTC 2026","","instanovo_model_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","168","test_model[args2-InstaNovo]","tests.unit_test","Thu Jun 04 13:44:57 UTC 2026","passed","Thu Jun 04 13:44:57 UTC 2026","","cli_test","",""
"Test positional encoding default initialisation.","1","test_pos_enc","tests.unit_test.transformer_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","layers_test","",""
"Test full workflow on a system with MPS.","5","test_full_workflow_mps_system","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestIntegration","device_handler_test","",""
"Test sanitise peptide sequence.","0","test_sanitise_peptides","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Tests novor amino acid match algorithm.","0","test_novor_match","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test mzxml to parquet conversion.","14","test_mzxml_to_parquet","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","168","test_no_output_path[args1]","tests.unit_test","Thu Jun 04 13:45:03 UTC 2026","passed","Thu Jun 04 13:45:03 UTC 2026","","cli_test","",""
"Test check_device without config parameter.","2","test_check_device_no_config","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test device detection when only MPS is available.","2","test_detect_mps","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestDetectDevice","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","160","test_no_output_path[args2]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","10","test_predict_nonexisting_config_path[cli2]","tests.unit_test","Thu Jun 04 13:44:55 UTC 2026","passed","Thu Jun 04 13:44:55 UTC 2026","","cli_test","",""
"Test that CUDA is preferred over MPS when both are available.","1","test_cuda_priority_over_mps","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestDetectDevice","device_handler_test","",""
"Tests recall calculation at specified FDR.","9","test_find_recall_at_fdr","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test main function with different parameters.","6","test_main_with_parameters","tests.scripts","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestMainCommand","get_zenodo_record_test","",""
"Test the version command.","20","test_version_command","tests.unit_test","Thu Jun 04 13:45:02 UTC 2026","passed","Thu Jun 04 13:45:02 UTC 2026","","cli_test","",""
"Tests amino acid mass sum.","1","test_mass","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","161","test_model[args1-InstaNovo]","tests.unit_test","Thu Jun 04 13:44:57 UTC 2026","passed","Thu Jun 04 13:44:57 UTC 2026","","cli_test","",""
"Test applying config with auto-detected device.","2","test_apply_config_auto_detect","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestApplyDeviceConfig","device_handler_test","",""
"Test get length.","1","test_length","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test handling of a bad zip file.","2","test_unzip_zenodo_bad_zipfile","tests.scripts","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestZenodoDownload","get_zenodo_record_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","163","test_nonexisting_data_path[args1]","tests.unit_test","Thu Jun 04 13:44:55 UTC 2026","passed","Thu Jun 04 13:44:55 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","164","test_model[args0-InstaNovo]","tests.unit_test","Thu Jun 04 13:44:59 UTC 2026","passed","Thu Jun 04 13:44:59 UTC 2026","","cli_test","",""
"Tests setting of GCP credentials.","7","test_set_credentials","tests.unit_test.scripts_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","set_gcp_credentials_test","",""
"Test the 'diffusion predict' command of the instanovo_cli.","3093","test_predict_diffusion","tests.unit_test","Thu Jun 04 13:44:59 UTC 2026","passed","Thu Jun 04 13:45:02 UTC 2026","","cli_test","",""
"Test fetching item at specified index.","5","test_get_item","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test data checker.","2","test_check_type_spec","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test with configuration that has existing values.","1","test_config_with_existing_values","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestEdgeCases","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","10","test_predict_nonexisting_config_path[cli1]","tests.unit_test","Thu Jun 04 13:44:55 UTC 2026","passed","Thu Jun 04 13:44:55 UTC 2026","","cli_test","",""
"Test spectrum data frame lazy loading.","16","test_lazy","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test the main command help text is displayed.","15","test_main_help[args2-Run predictions or train with only the transformer-based InstaNovo model.]","tests.unit_test","Thu Jun 04 13:44:58 UTC 2026","passed","Thu Jun 04 13:44:58 UTC 2026","","cli_test","",""
"Test residue set initialisation.","0","test_init","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","residues_test","",""
"Test greedy decoder initialisation.","1","test_greedy_decoder","tests.unit_test.inference_test","Thu Jun 04 13:44:48 UTC 2026","passed","Thu Jun 04 13:44:48 UTC 2026","","greedy_search_test","",""
"Test residue mass.","0","test_get_mass","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","residues_test","",""
"Tests conversion of local directory to s3 output path using S3FileHandler.","2","test_s3_file_handler_convert_to_s3_output","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","s3_test","",""
"Test transformer inference with knapsack beam search.","955","test_preds_with_knapsack","tests.unit_test.transformer_test","Thu Jun 04 13:46:15 UTC 2026","passed","Thu Jun 04 13:46:16 UTC 2026","","predict_test","",""
"Test getting local path for missing s3 file with missing_ok=True using S3FileHandler.","3","test_s3_file_handler_get_local_path_missing_ok","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","s3_test","",""
"Tests environment variable checks.","1","test_s3_enabled","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","s3_test","",""
"Test data handler error catching.","2","test_errors","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test successful extraction of a zip file.","4","test_unzip_zenodo_success","tests.scripts","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestZenodoDownload","get_zenodo_record_test","",""
"Test training an InstaNovo model and doing inference end-to-end.","0","test_train_model","tests.integration","Thu Jun 04 13:45:24 UTC 2026","skipped","Thu Jun 04 13:45:24 UTC 2026","","instanovoplus_model_train_test","",""
"Test mgf to parquet conversion with lazy loading.","14","test_mgf_to_parquet","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
"Test CLI with different parameters.","12","test_cli_with_different_parameters[https://zenodo.org/records/12345/files/test.zip-other.zip-./other]","tests.scripts","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","","get_zenodo_record_test","",""
"Test configuration updates for CUDA device.","1","test_cuda_config_updates","tests.unit_test.utils_test","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test successful download of a Zenodo record.","4","test_get_zenodo_success","tests.scripts","Thu Jun 04 13:45:24 UTC 2026","passed","Thu Jun 04 13:45:24 UTC 2026","TestZenodoDownload","get_zenodo_record_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","161","test_instanovoplus_model[args0-.ckpt-\\*.yaml, \\*.pt]","tests.unit_test","Thu Jun 04 13:44:59 UTC 2026","passed","Thu Jun 04 13:44:59 UTC 2026","","cli_test","",""
"Test the transformer training function with different run configurations.","25801","test_train","tests.unit_test.transformer_test","Thu Jun 04 13:45:48 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","train_test","",""
"Tests calculation of peptide-level AUC.","75","test_calc_auc","tests.unit_test.utils_test","Thu Jun 04 13:46:14 UTC 2026","passed","Thu Jun 04 13:46:14 UTC 2026","","metrics_test","",""
"Test spectrum data frame specified initialisation.","2","test_spec_init","tests.unit_test.utils_test","Thu Jun 04 13:46:21 UTC 2026","passed","Thu Jun 04 13:46:21 UTC 2026","","data_handler_test","",""
