"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tests splitting of sequence.","0","test_split_sequences","tests.unit_test.utils_test","Mon Dec 08 06:21:29 UTC 2025","passed","Mon Dec 08 06:21:29 UTC 2025","","metrics_test","",""
"Test residue mass.","0","test_get_mass","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test CLI skips download when target directory exists with matching record ID.","2","test_cli_skips_when_directory_exists","tests.scripts","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","TestMainCommand","get_zenodo_record_test","",""
"Test transformer inference with knapsack beam search.","968","test_preds_with_knapsack","tests.unit_test.transformer_test","Mon Dec 08 06:21:31 UTC 2025","passed","Mon Dec 08 06:21:32 UTC 2025","","predict_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","179","test_instanovoplus_model[args0-.ckpt-\\*.yaml, \\*.pt]","tests.unit_test","Mon Dec 08 06:21:05 UTC 2025","passed","Mon Dec 08 06:21:05 UTC 2025","","cli_test","",""
"Tests conversion of local directory to s3 output path using S3FileHandler.","4","test_s3_file_handler_convert_to_s3_output","tests.unit_test.utils_test","Mon Dec 08 06:20:31 UTC 2025","passed","Mon Dec 08 06:20:31 UTC 2025","","s3_test","",""
"Test transformer inference with beam search.","876","test_preds_with_beam","tests.unit_test.transformer_test","Mon Dec 08 06:21:33 UTC 2025","passed","Mon Dec 08 06:21:34 UTC 2025","","predict_test","",""
"Tests peptide matches calculation.","2","test_get_peptide_matches","tests.unit_test.utils_test","Mon Dec 08 06:21:29 UTC 2025","passed","Mon Dec 08 06:21:29 UTC 2025","","metrics_test","",""
"Test diffusion model inference.","3120","test_diffusion_model_inference","tests.integration","Mon Dec 08 06:20:37 UTC 2025","passed","Mon Dec 08 06:20:40 UTC 2025","","instanovoplus_model_test","",""
"Test when neither CUDA nor MPS are available.","5","test_neither_available","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestGetDeviceCapabilities","device_handler_test","",""
"Tests calculation of precision and recall at peptide- and AA-level.","1","test_compute_precision_recall","tests.unit_test.utils_test","Mon Dec 08 06:21:29 UTC 2025","passed","Mon Dec 08 06:21:29 UTC 2025","","metrics_test","",""
"Tests environment variable checks.","2","test_s3_enabled","tests.unit_test.utils_test","Mon Dec 08 06:20:31 UTC 2025","passed","Mon Dec 08 06:20:31 UTC 2025","","s3_test","",""
"Test when MPS is available and requested.","6","test_mps_available_and_requested","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Tests precision-recall curve calculations.","82","test_get_pr_curve","tests.unit_test.utils_test","Mon Dec 08 06:21:28 UTC 2025","passed","Mon Dec 08 06:21:28 UTC 2025","","metrics_test","",""
"Test spectrum preprocessing.","640","test_process_peaks","tests.unit_test.transformer_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:12 UTC 2025","","dataset_test","",""
"Test the main command help text is displayed.","24","test_main_help[args1-Run predictions with InstaNovo and optionally with InstaNovo+.]","tests.unit_test","Mon Dec 08 06:21:04 UTC 2025","passed","Mon Dec 08 06:21:04 UTC 2025","","cli_test","",""
"Test when CUDA is available.","5","test_cuda_available","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestGetDeviceCapabilities","device_handler_test","",""
"Tests novor amino acid match algorithm.","1","test_novor_match","tests.unit_test.utils_test","Mon Dec 08 06:21:29 UTC 2025","passed","Mon Dec 08 06:21:29 UTC 2025","","metrics_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","10","test_predict_nonexisting_config_path[cli2]","tests.unit_test","Mon Dec 08 06:21:04 UTC 2025","passed","Mon Dec 08 06:21:04 UTC 2025","","cli_test","",""
"Test transformer inference for mzxml input.","835","test_mzxml_preds","tests.unit_test.transformer_test","Mon Dec 08 06:21:30 UTC 2025","passed","Mon Dec 08 06:21:31 UTC 2025","","predict_test","",""
"Tests calculation of amino-acid level error-rate.","1","test_compute_aa_er","tests.unit_test.utils_test","Mon Dec 08 06:21:28 UTC 2025","passed","Mon Dec 08 06:21:28 UTC 2025","","metrics_test","",""
"Test peptide metric class initialisation.","1","test_init_metrics","tests.unit_test.utils_test","Mon Dec 08 06:21:29 UTC 2025","passed","Mon Dec 08 06:21:29 UTC 2025","","metrics_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","177","test_instanovoplus_model[args0-.pt-\\*.ckpt, \\*.yaml]","tests.unit_test","Mon Dec 08 06:21:14 UTC 2025","passed","Mon Dec 08 06:21:14 UTC 2025","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","174","test_model[args2-InstaNovo]","tests.unit_test","Mon Dec 08 06:21:11 UTC 2025","passed","Mon Dec 08 06:21:11 UTC 2025","","cli_test","",""
"Test the main function call of train.","10646","test_main","tests.unit_test.diffusion_test","Mon Dec 08 06:21:14 UTC 2025","passed","Mon Dec 08 06:21:25 UTC 2025","","train_test","",""
"Test the 'predict' command of the instanovo_cli.","1899","test_predict","tests.unit_test","Mon Dec 08 06:21:11 UTC 2025","passed","Mon Dec 08 06:21:13 UTC 2025","","cli_test","",""
"Test full workflow on a system with CUDA.","5","test_full_workflow_cuda_system","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestIntegration","device_handler_test","",""
"Test device detection when neither CUDA nor MPS are available.","2","test_detect_cpu","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestDetectDevice","device_handler_test","",""
"Test mgf to parquet conversion with lazy loading.","15","test_mgf_to_parquet","tests.unit_test.utils_test","Mon Dec 08 06:21:25 UTC 2025","passed","Mon Dec 08 06:21:25 UTC 2025","","data_handler_test","",""
"Test transformer inference for parquet input.","861","test_parquet_preds","tests.unit_test.transformer_test","Mon Dec 08 06:21:29 UTC 2025","passed","Mon Dec 08 06:21:29 UTC 2025","","predict_test","",""
"Test loading an InstaNovo+ model and doing inference end-to-end.","20840","test_model","tests.integration","Mon Dec 08 06:20:40 UTC 2025","passed","Mon Dec 08 06:21:01 UTC 2025","","instanovoplus_model_test","",""
"Test positional encoding specified initialisation.","0","test_pos_enc_spec","tests.unit_test.transformer_test","Mon Dec 08 06:22:18 UTC 2025","passed","Mon Dec 08 06:22:18 UTC 2025","","layers_test","",""
"Test spectrum data frame lazy loading.","16","test_lazy","tests.unit_test.utils_test","Mon Dec 08 06:21:25 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test code to update an ipc file from the old format to the new format.","9","test_update_ipc_format","tests.unit_test.scripts_test","Mon Dec 08 06:20:32 UTC 2025","passed","Mon Dec 08 06:20:32 UTC 2025","","update_ipc_format_test","",""
"Test downloading file from s3 using S3FileHandler.","6","test_s3_file_handler_download","tests.unit_test.utils_test","Mon Dec 08 06:20:31 UTC 2025","passed","Mon Dec 08 06:20:31 UTC 2025","","s3_test","",""
"Test when MPS is available.","4","test_mps_available","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestGetDeviceCapabilities","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","176","test_no_data_path[args0]","tests.unit_test","Mon Dec 08 06:21:13 UTC 2025","passed","Mon Dec 08 06:21:14 UTC 2025","","cli_test","",""
"Test successful extraction of a zip file.","5","test_unzip_zenodo_success","tests.scripts","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","TestZenodoDownload","get_zenodo_record_test","",""
"Test peptide tokenizer.","1","test_tokenize","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test residue set remapping update.","1","test_update_remapping","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test spectrum data frame basic initialisation.","1","test_init","tests.unit_test.utils_test","Mon Dec 08 06:21:25 UTC 2025","passed","Mon Dec 08 06:21:25 UTC 2025","","data_handler_test","",""
"Test spectrum data frame specified initialisation.","2","test_spec_init","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","174","test_no_data_path[args1]","tests.unit_test","Mon Dec 08 06:21:11 UTC 2025","passed","Mon Dec 08 06:21:11 UTC 2025","","cli_test","",""
"Test when MPS is requested but not available.","5","test_mps_not_available_but_requested","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Test the main command help text is displayed.","148","test_main_help[args2-Run predictions or train with only the transformer-based InstaNovo model.]","tests.unit_test","Mon Dec 08 06:21:01 UTC 2025","passed","Mon Dec 08 06:21:01 UTC 2025","","cli_test","",""
"Test get length.","1","test_length","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","178","test_nonexisting_data_path[args2]","tests.unit_test","Mon Dec 08 06:21:10 UTC 2025","passed","Mon Dec 08 06:21:10 UTC 2025","","cli_test","",""
"Test transformer inference with greedy search.","857","test_preds_with_greedy","tests.unit_test.transformer_test","Mon Dec 08 06:21:29 UTC 2025","passed","Mon Dec 08 06:21:30 UTC 2025","","predict_test","",""
"Test main method call.","2","test_main","tests.unit_test.scripts_test","Mon Dec 08 06:20:32 UTC 2025","passed","Mon Dec 08 06:20:32 UTC 2025","","update_ipc_format_test","",""
"Test configuration updates for unknown device.","0","test_unknown_device","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test that model config is skipped when model section doesn't exist.","1","test_model_config_skip_when_missing","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestEdgeCases","device_handler_test","",""
"Test residue encoder.","1","test_encoder","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test multi scale peak embedding initialisation.","2","test_peak_embed","tests.unit_test.transformer_test","Mon Dec 08 06:22:18 UTC 2025","passed","Mon Dec 08 06:22:18 UTC 2025","","layers_test","",""
"Tests setting of GCP credentials.","8","test_set_credentials","tests.unit_test.scripts_test","Mon Dec 08 06:20:32 UTC 2025","passed","Mon Dec 08 06:20:32 UTC 2025","","set_gcp_credentials_test","",""
"Test greedy decoder initialisation.","1","test_greedy_decoder","tests.unit_test.inference_test","Mon Dec 08 06:21:25 UTC 2025","passed","Mon Dec 08 06:21:25 UTC 2025","","greedy_search_test","",""
"Test full workflow on a system with MPS.","6","test_full_workflow_mps_system","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestIntegration","device_handler_test","",""
"Test device detection when CUDA is available.","2","test_detect_cuda","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestDetectDevice","device_handler_test","",""
"Tests mass error calculation.","1","test_calc_mass_error","tests.unit_test.utils_test","Mon Dec 08 06:21:28 UTC 2025","passed","Mon Dec 08 06:21:28 UTC 2025","","metrics_test","",""
"Test mzml to parquet conversion.","16","test_mzml_to_parquet","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test handling of a bad zip file.","2","test_unzip_zenodo_bad_zipfile","tests.scripts","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","TestZenodoDownload","get_zenodo_record_test","",""
"Test mgf to parquet conversion where no scan number column is present.","10","test_mgf_to_parquet_no_scan_number","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test main function with different parameters.","9","test_main_with_parameters","tests.scripts","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","TestMainCommand","get_zenodo_record_test","",""
"Test positional encoding errors.","2","test_pos_enc_errors","tests.unit_test.transformer_test","Mon Dec 08 06:22:18 UTC 2025","passed","Mon Dec 08 06:22:18 UTC 2025","","layers_test","",""
"Test getting local path for missing s3 file with missing_ok=True using S3FileHandler.","4","test_s3_file_handler_get_local_path_missing_ok","tests.unit_test.utils_test","Mon Dec 08 06:20:31 UTC 2025","passed","Mon Dec 08 06:20:31 UTC 2025","","s3_test","",""
"Test successful download of a Zenodo record.","5","test_get_zenodo_success","tests.scripts","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","TestZenodoDownload","get_zenodo_record_test","",""
"Tests splitting of peptide.","0","test_split_peptide","tests.unit_test.utils_test","Mon Dec 08 06:21:28 UTC 2025","passed","Mon Dec 08 06:21:28 UTC 2025","","metrics_test","",""
"Test spectrum data frame parquet creation and initialisation.","13","test_parquet_init","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","178","test_no_data_path[args2]","tests.unit_test","Mon Dec 08 06:21:13 UTC 2025","passed","Mon Dec 08 06:21:13 UTC 2025","","cli_test","",""
"Test the transformer training function with different run configurations.","30121","test_train","tests.unit_test.transformer_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","","train_test","",""
"Test function that checks if a sequence matches the precursor mass within some tolerance.","1","test_precursor_match","tests.unit_test.utils_test","Mon Dec 08 06:21:28 UTC 2025","passed","Mon Dec 08 06:21:28 UTC 2025","","metrics_test","",""
"Test with configuration that has existing values.","1","test_config_with_existing_values","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestEdgeCases","device_handler_test","",""
"Test check_device with None config.","2","test_check_device_none_config","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with different input files.","1885","test_transformer_predict","tests.unit_test","Mon Dec 08 06:21:08 UTC 2025","passed","Mon Dec 08 06:21:10 UTC 2025","","cli_test","",""
"Test incorrect file type error catching.","0","test_incorrect_file_error","tests.unit_test.scripts_test","Mon Dec 08 06:20:32 UTC 2025","passed","Mon Dec 08 06:20:32 UTC 2025","","update_ipc_format_test","",""
"Test training an InstaNovo model and doing inference end-to-end.","0","test_train_model","tests.integration","Mon Dec 08 06:21:40 UTC 2025","skipped","Mon Dec 08 06:21:40 UTC 2025","","instanovoplus_model_train_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","179","test_no_output_path[args0]","tests.unit_test","Mon Dec 08 06:21:03 UTC 2025","passed","Mon Dec 08 06:21:03 UTC 2025","","cli_test","",""
"Test transformer inference for mzML input.","847","test_mzml_preds","tests.unit_test.transformer_test","Mon Dec 08 06:21:32 UTC 2025","passed","Mon Dec 08 06:21:33 UTC 2025","","predict_test","",""
"Tests calculation of peptide-level AUC.","82","test_calc_auc","tests.unit_test.utils_test","Mon Dec 08 06:21:28 UTC 2025","passed","Mon Dec 08 06:21:29 UTC 2025","","metrics_test","",""
"Test configuration updates for CPU device.","0","test_cpu_config_updates","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test knapsack creation, loading, and functionality.","4365","test_knapsack","tests.integration","Mon Dec 08 06:22:14 UTC 2025","passed","Mon Dec 08 06:22:18 UTC 2025","","knapsack_test","",""
"Test the 'predict' command of the instanovo cli with a file with a non-supported suffix.","175","test_instanovo_model_suffix[args0]","tests.unit_test","Mon Dec 08 06:21:05 UTC 2025","passed","Mon Dec 08 06:21:05 UTC 2025","","cli_test","",""
"Test multi scale peak embedding errors.","2","test_peak_embed_errors","tests.unit_test.transformer_test","Mon Dec 08 06:22:18 UTC 2025","passed","Mon Dec 08 06:22:18 UTC 2025","","layers_test","",""
"Test applying config when model section already exists.","2","test_apply_config_existing_model_section","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestApplyDeviceConfig","device_handler_test","",""
"Test loading an InstaNovo model and doing inference end-to-end.","1555","test_transformer_model","tests.integration","Mon Dec 08 06:21:27 UTC 2025","passed","Mon Dec 08 06:21:28 UTC 2025","","instanovo_model_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","20","test_predict_nonexisting_config_name[cli1]","tests.unit_test","Mon Dec 08 06:21:14 UTC 2025","passed","Mon Dec 08 06:21:14 UTC 2025","","cli_test","",""
"Test residue detokenizer.","1","test_detokenize","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test the 'predict' command of the instanovo_cli.","1029","test_predict_transformer","tests.unit_test","Mon Dec 08 06:21:02 UTC 2025","passed","Mon Dec 08 06:21:03 UTC 2025","","cli_test","",""
"Test configuration updates for CUDA device.","0","test_cuda_config_updates","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test the main command help text is displayed.","16","test_main_help[args3-Run predictions or train with only the diffusion-based InstaNovo+ model.]","tests.unit_test","Mon Dec 08 06:21:05 UTC 2025","passed","Mon Dec 08 06:21:05 UTC 2025","","cli_test","",""
"Test residue sequence length.","0","test_length","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test full workflow on a CPU-only system.","5","test_full_workflow_cpu_only_system","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestIntegration","device_handler_test","",""
"Test check_device without config parameter.","2","test_check_device_no_config","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test with empty configuration.","1","test_empty_config","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestEdgeCases","device_handler_test","",""
"Test check_device with config parameter.","2","test_check_device_with_config","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test residue decoder.","0","test_decoder","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","25","test_predict_nonexisting_config_name[cli0]","tests.unit_test","Mon Dec 08 06:21:14 UTC 2025","passed","Mon Dec 08 06:21:14 UTC 2025","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","18","test_predict_nonexisting_config_path[cli0]","tests.unit_test","Mon Dec 08 06:21:10 UTC 2025","passed","Mon Dec 08 06:21:10 UTC 2025","","cli_test","",""
"Test the 'predict' command of the instanovo_cli.","1010","test_predict_transformer_pipeline","tests.unit_test","Mon Dec 08 06:21:03 UTC 2025","passed","Mon Dec 08 06:21:04 UTC 2025","","cli_test","",""
"Test CLI with different parameters.","8","test_cli_with_different_parameters[https://zenodo.org/records/12345/files/test.zip-other.zip-./other]","tests.scripts","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","get_zenodo_record_test","",""
"Test when CUDA is not available and force_cpu is False.","4","test_cuda_not_available_no_force_cpu","tests.unit_test.utils_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Tests converting and saving an input file to a parquet file using the CLI.","66","test_convert_command","tests.unit_test.scripts_test","Mon Dec 08 06:20:31 UTC 2025","passed","Mon Dec 08 06:20:31 UTC 2025","","convert_to_sdf_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","173","test_no_output_path[args1]","tests.unit_test","Mon Dec 08 06:21:14 UTC 2025","passed","Mon Dec 08 06:21:14 UTC 2025","","cli_test","",""
"Tests amino acid mass sum.","0","test_mass","tests.unit_test.utils_test","Mon Dec 08 06:21:29 UTC 2025","passed","Mon Dec 08 06:21:29 UTC 2025","","metrics_test","",""
"Test when MPS is requested but force_cpu is True.","4","test_mps_requested_but_force_cpu_set","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Test getting local path for s3 file using S3FileHandler.","6","test_s3_file_handler_get_local_path","tests.unit_test.utils_test","Mon Dec 08 06:20:31 UTC 2025","passed","Mon Dec 08 06:20:31 UTC 2025","","s3_test","",""
"Test residue set initialisation.","1","test_init","tests.unit_test.utils_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","residues_test","",""
"Test linear warmup scheduler.","1","test_warmup_scheduler","tests.unit_test.transformer_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","train_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","11","test_predict_nonexisting_config_path[cli1]","tests.unit_test","Mon Dec 08 06:21:04 UTC 2025","passed","Mon Dec 08 06:21:04 UTC 2025","","cli_test","",""
"Test data checker.","2","test_check_type_spec","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test transformer model inference.","809","test_transformer_model_inference","tests.integration","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:27 UTC 2025","","instanovo_model_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","19","test_predict_nonexisting_config_name[cli2]","tests.unit_test","Mon Dec 08 06:21:10 UTC 2025","passed","Mon Dec 08 06:21:10 UTC 2025","","cli_test","",""
"Test spectrum data frame properties.","1","test_properties","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test the 'predict' command of the instanovo cli with a file with a non-supported suffix.","178","test_instanovo_model_suffix[args1]","tests.unit_test","Mon Dec 08 06:21:04 UTC 2025","passed","Mon Dec 08 06:21:04 UTC 2025","","cli_test","",""
"Test sanitise peptide sequence.","0","test_sanitise_peptides","tests.unit_test.utils_test","Mon Dec 08 06:21:26 UTC 2025","passed","Mon Dec 08 06:21:26 UTC 2025","","data_handler_test","",""
"Test uploading local file to s3 using S3FileHandler.","6","test_s3_file_handler_upload","tests.unit_test.utils_test","Mon Dec 08 06:20:31 UTC 2025","passed","Mon Dec 08 06:20:31 UTC 2025","","s3_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","431","test_nonexisting_data_path[args1]","tests.unit_test","Mon Dec 08 06:21:01 UTC 2025","passed","Mon Dec 08 06:21:02 UTC 2025","","cli_test","",""
"Test spectrum dataset specified initialisation.","627","test_dataset_spec_init","tests.unit_test.transformer_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","","dataset_test","",""
"Tests s3 creation.","760","test_create_s3fs","tests.unit_test.utils_test","Mon Dec 08 06:20:31 UTC 2025","passed","Mon Dec 08 06:20:32 UTC 2025","","s3_test","",""
"Test spectrum dataset error catching.","14","test_spectrum_errors","tests.unit_test.transformer_test","Mon Dec 08 06:22:11 UTC 2025","passed","Mon Dec 08 06:22:11 UTC 2025","","dataset_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","176","test_instanovoplus_model[args0-.yaml-\\*.ckpt, \\*.pt]","tests.unit_test","Mon Dec 08 06:21:13 UTC 2025","passed","Mon Dec 08 06:21:13 UTC 2025","","cli_test","",""
"Test the neptune summary writer function.","5","test_neptune_summary_writer","tests.unit_test.transformer_test","Mon Dec 08 06:21:40 UTC 2025","passed","Mon Dec 08 06:21:40 UTC 2025","","train_test","",""
"Test applying config with specified device.","1","test_apply_config_specified_device","tests.unit_test.utils_test","Mon Dec 08 06:22:10 UTC 2025","passed","Mon Dec 08 06:22:10 UTC 2025","TestApplyDeviceConfig","device_handler_test","",""
