"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test knapsack creation, loading, and functionality.","4144","test_knapsack","tests.integration","Fri Apr 10 22:50:15 UTC 2026","passed","Fri Apr 10 22:50:19 UTC 2026","","knapsack_test","",""
"Test with configuration that has existing values.","1","test_config_with_existing_values","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestEdgeCases","device_handler_test","",""
"Test incorrect file type error catching.","1","test_incorrect_file_error","tests.unit_test.scripts_test","Fri Apr 10 22:50:19 UTC 2026","passed","Fri Apr 10 22:50:19 UTC 2026","","update_ipc_format_test","",""
"Test configuration updates for MPS device.","0","test_mps_config_updates","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","174","test_model[args1-InstaNovo]","tests.unit_test","Fri Apr 10 22:49:16 UTC 2026","passed","Fri Apr 10 22:49:17 UTC 2026","","cli_test","",""
"Tests precision-recall curve calculations.","82","test_get_pr_curve","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test mgf to parquet conversion where no scan number column is present.","9","test_mgf_to_parquet_no_scan_number","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test spectrum data frame properties.","9","test_properties","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test handling of request exception during download.","4","test_get_zenodo_request_exception","tests.scripts","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","TestZenodoDownload","get_zenodo_record_test","",""
"Tests peptide matches calculation.","1","test_get_peptide_matches","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Tests environment variable checks.","2","test_s3_enabled","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","s3_test","",""
"Test InstaNovo model initialisation and methods.","1624","test_model_init","tests.unit_test.transformer_test","Fri Apr 10 22:49:25 UTC 2026","passed","Fri Apr 10 22:49:26 UTC 2026","","model_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","18","test_predict_nonexisting_config_path[cli0]","tests.unit_test","Fri Apr 10 22:49:23 UTC 2026","passed","Fri Apr 10 22:49:23 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","174","test_model[args2-InstaNovo]","tests.unit_test","Fri Apr 10 22:49:15 UTC 2026","passed","Fri Apr 10 22:49:15 UTC 2026","","cli_test","",""
"Test spectrum preprocessing.","640","test_process_peaks","tests.unit_test.transformer_test","Fri Apr 10 22:50:19 UTC 2026","passed","Fri Apr 10 22:50:19 UTC 2026","","dataset_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","176","test_instanovoplus_model[args0-.ckpt-\\*.yaml, \\*.pt]","tests.unit_test","Fri Apr 10 22:49:15 UTC 2026","passed","Fri Apr 10 22:49:16 UTC 2026","","cli_test","",""
"Test when neither CUDA nor MPS are available.","4","test_neither_available","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestGetDeviceCapabilities","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli.","1047","test_predict_transformer","tests.unit_test","Fri Apr 10 22:49:23 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","","cli_test","",""
"Test transformer inference for mzML input.","836","test_mzml_preds","tests.unit_test.transformer_test","Fri Apr 10 22:49:31 UTC 2026","passed","Fri Apr 10 22:49:32 UTC 2026","","predict_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","176","test_instanovoplus_model[args0-.txt-\\*.ckpt, \\*.yaml, \\*.pt]","tests.unit_test","Fri Apr 10 22:49:15 UTC 2026","passed","Fri Apr 10 22:49:15 UTC 2026","","cli_test","",""
"Test peptide tokenizer.","1","test_tokenize","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","194","test_no_output_path[args1]","tests.unit_test","Fri Apr 10 22:49:22 UTC 2026","passed","Fri Apr 10 22:49:23 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","18","test_predict_nonexisting_config_name[cli2]","tests.unit_test","Fri Apr 10 22:49:20 UTC 2026","passed","Fri Apr 10 22:49:20 UTC 2026","","cli_test","",""
"Test multi scale peak embedding errors.","2","test_peak_embed_errors","tests.unit_test.transformer_test","Fri Apr 10 22:50:20 UTC 2026","passed","Fri Apr 10 22:50:20 UTC 2026","","layers_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","176","test_instanovoplus_model[args0-.pt-\\*.ckpt, \\*.yaml]","tests.unit_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","","cli_test","",""
"Tests splitting of peptide.","1","test_split_peptide","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test diffusion model inference.","3009","test_diffusion_model_inference","tests.integration","Fri Apr 10 22:49:08 UTC 2026","passed","Fri Apr 10 22:49:11 UTC 2026","","instanovoplus_model_test","",""
"Test the 'predict' command of the instanovo_cli.","1893","test_predict","tests.unit_test","Fri Apr 10 22:49:21 UTC 2026","passed","Fri Apr 10 22:49:22 UTC 2026","","cli_test","",""
"Test linear warmup scheduler.","1","test_warmup_scheduler","tests.unit_test.transformer_test","Fri Apr 10 22:50:15 UTC 2026","passed","Fri Apr 10 22:50:15 UTC 2026","","train_test","",""
"Test CLI with different parameters.","8","test_cli_with_different_parameters[https://zenodo.org/records/17816199/files/custom.zip-custom.zip-./custom]","tests.scripts","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","get_zenodo_record_test","",""
"Test knapsack beam search decoder initialisation.","4259","test_init","tests.unit_test.inference_test","Fri Apr 10 22:50:20 UTC 2026","passed","Fri Apr 10 22:50:25 UTC 2026","","knapsack_beam_search_test","",""
"Test the version command.","21","test_version_command","tests.unit_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","","cli_test","",""
"Test transformer inference with knapsack beam search.","959","test_preds_with_knapsack","tests.unit_test.transformer_test","Fri Apr 10 22:49:30 UTC 2026","passed","Fri Apr 10 22:49:31 UTC 2026","","predict_test","",""
"Test positional encoding specified initialisation.","0","test_pos_enc_spec","tests.unit_test.transformer_test","Fri Apr 10 22:50:20 UTC 2026","passed","Fri Apr 10 22:50:20 UTC 2026","","layers_test","",""
"Test full workflow on a system with CUDA.","5","test_full_workflow_cuda_system","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestIntegration","device_handler_test","",""
"Test check_device without config parameter.","2","test_check_device_no_config","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test successful download of a Zenodo record.","5","test_get_zenodo_success","tests.scripts","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","TestZenodoDownload","get_zenodo_record_test","",""
"Test loading an InstaNovo model and doing inference end-to-end.","17431","test_transformer_model","tests.integration","Fri Apr 10 22:48:43 UTC 2026","passed","Fri Apr 10 22:49:00 UTC 2026","","instanovo_model_test","",""
"Tests conversion of local directory to s3 output path using S3FileHandler.","2","test_s3_file_handler_convert_to_s3_output","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","s3_test","",""
"Tests setting of GCP credentials.","9","test_set_credentials","tests.unit_test.scripts_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","set_gcp_credentials_test","",""
"Test with empty configuration.","1","test_empty_config","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestEdgeCases","device_handler_test","",""
"Test when MPS is requested but not available.","4","test_mps_not_available_but_requested","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestValidateAndConfigureDevice","device_handler_test","",""
"Test fetching item at specified index.","5","test_get_item","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","176","test_no_data_path[args1]","tests.unit_test","Fri Apr 10 22:49:16 UTC 2026","passed","Fri Apr 10 22:49:16 UTC 2026","","cli_test","",""
"Test transformer inference when dropping a row.","1789","test_row_drop","tests.unit_test.transformer_test","Fri Apr 10 22:49:26 UTC 2026","passed","Fri Apr 10 22:49:28 UTC 2026","","predict_test","",""
"Test full workflow on a CPU-only system.","9","test_full_workflow_cpu_only_system","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestIntegration","device_handler_test","",""
"Test mgf to parquet conversion with lazy loading.","12","test_mgf_to_parquet","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test residue set initialisation.","1","test_init","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test getting local path for missing s3 file with missing_ok=True using S3FileHandler.","3","test_s3_file_handler_get_local_path_missing_ok","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","s3_test","",""
"Test spectrum data frame lazy loading.","15","test_lazy","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","175","test_nonexisting_data_path[args0]","tests.unit_test","Fri Apr 10 22:49:16 UTC 2026","passed","Fri Apr 10 22:49:16 UTC 2026","","cli_test","",""
"Test positional encoding errors.","1","test_pos_enc_errors","tests.unit_test.transformer_test","Fri Apr 10 22:50:20 UTC 2026","passed","Fri Apr 10 22:50:20 UTC 2026","","layers_test","",""
"Test spectrum data frame parquet creation and initialisation.","13","test_parquet_init","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test code to update an ipc file from the old format to the new format.","9","test_update_ipc_format","tests.unit_test.scripts_test","Fri Apr 10 22:50:19 UTC 2026","passed","Fri Apr 10 22:50:19 UTC 2026","","update_ipc_format_test","",""
"Test when CUDA is available.","5","test_cuda_available","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestGetDeviceCapabilities","device_handler_test","",""
"Test diffusion model inference.","2188","test_diffusion_model_inference_refinement","tests.integration","Fri Apr 10 22:49:01 UTC 2026","passed","Fri Apr 10 22:49:03 UTC 2026","","instanovoplus_model_test","",""
"Test main method call.","3","test_main","tests.unit_test.scripts_test","Fri Apr 10 22:50:19 UTC 2026","passed","Fri Apr 10 22:50:19 UTC 2026","","update_ipc_format_test","",""
"Tests calculation of amino-acid level error-rate.","0","test_compute_aa_er","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test that model config is skipped when model section doesn't exist.","1","test_model_config_skip_when_missing","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestEdgeCases","device_handler_test","",""
"Test spectrum data frame specified initialisation.","1","test_spec_init","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test when CUDA is not available and force_cpu is False.","5","test_cuda_not_available_no_force_cpu","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestValidateAndConfigureDevice","device_handler_test","",""
"Tests converting and saving an input file to a parquet file using the CLI.","34","test_convert_command","tests.unit_test.scripts_test","Fri Apr 10 22:50:20 UTC 2026","passed","Fri Apr 10 22:50:20 UTC 2026","","convert_to_sdf_test","",""
"Test configuration updates for unknown device.","1","test_unknown_device","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test when MPS is available.","5","test_mps_available","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestGetDeviceCapabilities","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","175","test_model[args0-InstaNovo]","tests.unit_test","Fri Apr 10 22:49:16 UTC 2026","passed","Fri Apr 10 22:49:16 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","173","test_no_data_path[args2]","tests.unit_test","Fri Apr 10 22:49:16 UTC 2026","passed","Fri Apr 10 22:49:16 UTC 2026","","cli_test","",""
"Test knapsack beam search decoder loader.","206","test_from_file","tests.unit_test.inference_test","Fri Apr 10 22:50:20 UTC 2026","passed","Fri Apr 10 22:50:20 UTC 2026","","knapsack_beam_search_test","",""
"Test uploading local file to s3 using S3FileHandler.","5","test_s3_file_handler_upload","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","s3_test","",""
"Test residue detokenizer.","0","test_detokenize","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","26","test_predict_nonexisting_config_name[cli0]","tests.unit_test","Fri Apr 10 22:49:16 UTC 2026","passed","Fri Apr 10 22:49:16 UTC 2026","","cli_test","",""
"Tests splitting of sequence.","1","test_split_sequences","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test successful extraction of a zip file.","5","test_unzip_zenodo_success","tests.scripts","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","TestZenodoDownload","get_zenodo_record_test","",""
"Test spectrum dataset default initialisation.","30","test_dataset_default_init","tests.unit_test.transformer_test","Fri Apr 10 22:50:20 UTC 2026","passed","Fri Apr 10 22:50:20 UTC 2026","","dataset_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","174","test_nonexisting_data_path[args2]","tests.unit_test","Fri Apr 10 22:49:17 UTC 2026","passed","Fri Apr 10 22:49:17 UTC 2026","","cli_test","",""
"Tests calculation of precision and recall at peptide- and AA-level.","1","test_compute_precision_recall","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test spectrum dataset specified initialisation.","603","test_dataset_spec_init","tests.unit_test.transformer_test","Fri Apr 10 22:50:20 UTC 2026","passed","Fri Apr 10 22:50:20 UTC 2026","","dataset_test","",""
"Tests s3 creation.","735","test_create_s3fs","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:40 UTC 2026","","s3_test","",""
"Test CLI with different parameters.","8","test_cli_with_different_parameters[https://zenodo.org/records/12345/files/test.zip-other.zip-./other]","tests.scripts","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","get_zenodo_record_test","",""
"Test the main command help text is displayed.","22","test_main_help[args0-Run predictions with InstaNovo and optionally with InstaNovo+.]","tests.unit_test","Fri Apr 10 22:49:15 UTC 2026","passed","Fri Apr 10 22:49:15 UTC 2026","","cli_test","",""
"Test getting local path for s3 file using S3FileHandler.","5","test_s3_file_handler_get_local_path","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","s3_test","",""
"Test the main command help text is displayed.","16","test_main_help[args2-Run predictions or train with only the transformer-based InstaNovo model.]","tests.unit_test","Fri Apr 10 22:49:17 UTC 2026","passed","Fri Apr 10 22:49:17 UTC 2026","","cli_test","",""
"Test the transformer training function with different run configurations.","30473","test_train","tests.unit_test.transformer_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:50:15 UTC 2026","","train_test","",""
"Test downloading file from s3 using S3FileHandler.","5","test_s3_file_handler_download","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","s3_test","",""
"Test sanitise peptide sequence.","0","test_sanitise_peptides","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test residue encoder.","1","test_encoder","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test configuration updates for CPU device.","1","test_cpu_config_updates","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test applying config with auto-detected device.","2","test_apply_config_auto_detect","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestApplyDeviceConfig","device_handler_test","",""
"Test spectrum dataset collate function.","0","test_dataset_collate","tests.unit_test.transformer_test","Fri Apr 10 22:50:19 UTC 2026","passed","Fri Apr 10 22:50:19 UTC 2026","","dataset_test","",""
"Test applying config with specified device.","1","test_apply_config_specified_device","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestApplyDeviceConfig","device_handler_test","",""
"Test handling of a bad zip file.","3","test_unzip_zenodo_bad_zipfile","tests.scripts","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","TestZenodoDownload","get_zenodo_record_test","",""
"Test applying config for CPU device.","0","test_apply_config_cpu_device","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestApplyDeviceConfig","device_handler_test","",""
"Test transformer inference with greedy search.","867","test_preds_with_greedy","tests.unit_test.transformer_test","Fri Apr 10 22:49:29 UTC 2026","passed","Fri Apr 10 22:49:30 UTC 2026","","predict_test","",""
"Test main function with different parameters.","9","test_main_with_parameters","tests.scripts","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","TestMainCommand","get_zenodo_record_test","",""
"Test spectrum dataset error catching.","14","test_spectrum_errors","tests.unit_test.transformer_test","Fri Apr 10 22:50:19 UTC 2026","passed","Fri Apr 10 22:50:20 UTC 2026","","dataset_test","",""
"Tests recall calculation at specified FDR.","9","test_find_recall_at_fdr","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test configuration updates for CUDA device.","0","test_cuda_config_updates","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test function that checks if a sequence matches the precursor mass within some tolerance.","1","test_precursor_match","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test spectrum data frame basic initialisation.","1","test_init","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","175","test_no_output_path[args0]","tests.unit_test","Fri Apr 10 22:49:17 UTC 2026","passed","Fri Apr 10 22:49:17 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo cli with a file with a non-supported suffix.","175","test_instanovo_model_suffix[args0]","tests.unit_test","Fri Apr 10 22:49:15 UTC 2026","passed","Fri Apr 10 22:49:15 UTC 2026","","cli_test","",""
"Tests novor amino acid match algorithm.","1","test_novor_match","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","9","test_predict_nonexisting_config_path[cli1]","tests.unit_test","Fri Apr 10 22:49:21 UTC 2026","passed","Fri Apr 10 22:49:21 UTC 2026","","cli_test","",""
"Test getting local path for missing s3 file using S3FileHandler.","3","test_s3_file_handler_get_local_path_missing","tests.unit_test.utils_test","Fri Apr 10 22:48:39 UTC 2026","passed","Fri Apr 10 22:48:39 UTC 2026","","s3_test","",""
"Test residue decoder.","0","test_decoder","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test residue set remapping update.","0","test_update_remapping","tests.unit_test.utils_test","Fri Apr 10 22:48:42 UTC 2026","passed","Fri Apr 10 22:48:42 UTC 2026","","residues_test","",""
"Test peptide metric class initialisation.","0","test_init_metrics","tests.unit_test.utils_test","Fri Apr 10 22:49:44 UTC 2026","passed","Fri Apr 10 22:49:44 UTC 2026","","metrics_test","",""
"Test transformer model inference.","825","test_transformer_model_inference","tests.integration","Fri Apr 10 22:49:00 UTC 2026","passed","Fri Apr 10 22:49:01 UTC 2026","","instanovo_model_test","",""
"Test the 'predict' command of the instanovo cli with a file with a non-supported suffix.","176","test_instanovo_model_suffix[args1]","tests.unit_test","Fri Apr 10 22:49:20 UTC 2026","passed","Fri Apr 10 22:49:21 UTC 2026","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with different input files.","2003","test_transformer_predict","tests.unit_test","Fri Apr 10 22:49:12 UTC 2026","passed","Fri Apr 10 22:49:14 UTC 2026","","cli_test","",""
"Test full workflow on a system with MPS.","8","test_full_workflow_mps_system","tests.unit_test.utils_test","Fri Apr 10 22:49:24 UTC 2026","passed","Fri Apr 10 22:49:24 UTC 2026","TestIntegration","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","28","test_predict_nonexisting_config_name[cli1]","tests.unit_test","Fri Apr 10 22:49:20 UTC 2026","passed","Fri Apr 10 22:49:20 UTC 2026","","cli_test","",""
"Test the main command help text is displayed.","155","test_main_help[args1-Run predictions with InstaNovo and optionally with InstaNovo+.]","tests.unit_test","Fri Apr 10 22:49:15 UTC 2026","passed","Fri Apr 10 22:49:15 UTC 2026","","cli_test","",""
