"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the 'predict' command of the instanovo_cli with no output path.","173","test_no_output_path[args1]","tests.unit_test","Fri Dec 05 23:39:15 UTC 2025","passed","Fri Dec 05 23:39:16 UTC 2025","","cli_test","",""
"Test that model config is skipped when model section doesn't exist.","1","test_model_config_skip_when_missing","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestEdgeCases","device_handler_test","",""
"Tests conversion of local directory to s3 output path using S3FileHandler.","3","test_s3_file_handler_convert_to_s3_output","tests.unit_test.utils_test","Fri Dec 05 23:38:25 UTC 2025","passed","Fri Dec 05 23:38:25 UTC 2025","","s3_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","176","test_nonexisting_data_path[args0]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Test when CUDA is available.","6","test_cuda_available","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestGetDeviceCapabilities","device_handler_test","",""
"Tests calculation of peptide-level AUC.","83","test_calc_auc","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","metrics_test","",""
"Test residue sequence mass.","1","test_get_sequence_mass","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","residues_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","173","test_instanovoplus_model[args0-.pt-\\*.ckpt, \\*.yaml]","tests.unit_test","Fri Dec 05 23:39:15 UTC 2025","passed","Fri Dec 05 23:39:15 UTC 2025","","cli_test","",""
"Test diffusion model inference.","2150","test_diffusion_model_inference_refinement","tests.integration","Fri Dec 05 23:38:52 UTC 2025","passed","Fri Dec 05 23:38:54 UTC 2025","","instanovoplus_model_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","174","test_no_data_path[args0]","tests.unit_test","Fri Dec 05 23:39:12 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Tests calculation of amino-acid level error-rate.","2","test_compute_aa_er","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","metrics_test","",""
"Tests s3 creation.","428","test_create_s3fs","tests.unit_test.utils_test","Fri Dec 05 23:38:25 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","s3_test","",""
"Test successful extraction of a zip file.","4","test_unzip_zenodo_success","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","TestZenodoDownload","get_zenodo_record_test","",""
"Test spectrum data frame basic initialisation.","1","test_init","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","174","test_model[args1-InstaNovo]","tests.unit_test","Fri Dec 05 23:39:15 UTC 2025","passed","Fri Dec 05 23:39:15 UTC 2025","","cli_test","",""
"Test positional encoding default initialisation.","1","test_pos_enc","tests.unit_test.transformer_test","Fri Dec 05 23:39:19 UTC 2025","passed","Fri Dec 05 23:39:19 UTC 2025","","layers_test","",""
"Test CLI with different parameters.","11","test_cli_with_different_parameters[https://zenodo.org/records/17816199/files/custom.zip-custom.zip-./custom]","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","","get_zenodo_record_test","",""
"Test residue set initialisation.","0","test_init","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","residues_test","",""
"Test device detection when neither CUDA nor MPS are available.","2","test_detect_cpu","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestDetectDevice","device_handler_test","",""
"Test data handler error catching.","2","test_errors","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Tests recall calculation at specified FDR.","10","test_find_recall_at_fdr","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:24 UTC 2025","","metrics_test","",""
"Test code to update an ipc file from the old format to the new format.","10","test_update_ipc_format","tests.unit_test.scripts_test","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","","update_ipc_format_test","",""
"Test configuration updates for MPS device.","1","test_mps_config_updates","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test knapsack beam search decoder initialisation.","4551","test_init","tests.unit_test.inference_test","Fri Dec 05 23:38:27 UTC 2025","passed","Fri Dec 05 23:38:31 UTC 2025","","knapsack_beam_search_test","",""
"Test configuration updates for unknown device.","1","test_unknown_device","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test the main command help text is displayed.","160","test_main_help[args1-Run predictions with InstaNovo and optionally with InstaNovo+.]","tests.unit_test","Fri Dec 05 23:39:09 UTC 2025","passed","Fri Dec 05 23:39:09 UTC 2025","","cli_test","",""
"Test greedy decoder initialisation.","1","test_greedy_decoder","tests.unit_test.inference_test","Fri Dec 05 23:38:31 UTC 2025","passed","Fri Dec 05 23:38:31 UTC 2025","","greedy_search_test","",""
"Test the 'predict' command of the instanovo_cli with no data path.","171","test_no_data_path[args2]","tests.unit_test","Fri Dec 05 23:39:14 UTC 2025","passed","Fri Dec 05 23:39:14 UTC 2025","","cli_test","",""
"Test the 'diffusion predict' command of the instanovo_cli.","3339","test_predict_diffusion","tests.unit_test","Fri Dec 05 23:39:09 UTC 2025","passed","Fri Dec 05 23:39:12 UTC 2025","","cli_test","",""
"Tests calculation of precision and recall at peptide- and AA-level.","1","test_compute_precision_recall","tests.unit_test.utils_test","Fri Dec 05 23:39:24 UTC 2025","passed","Fri Dec 05 23:39:24 UTC 2025","","metrics_test","",""
"Test the 'predict' command of the instanovo_cli with different input files.","1966","test_transformer_predict","tests.unit_test","Fri Dec 05 23:39:06 UTC 2025","passed","Fri Dec 05 23:39:08 UTC 2025","","cli_test","",""
"Test when MPS is available.","5","test_mps_available","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestGetDeviceCapabilities","device_handler_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","177","test_instanovoplus_model[args0-.txt-\\*.ckpt, \\*.yaml, \\*.pt]","tests.unit_test","Fri Dec 05 23:39:06 UTC 2025","passed","Fri Dec 05 23:39:06 UTC 2025","","cli_test","",""
"Test diffusion model inference.","3070","test_diffusion_model_inference","tests.integration","Fri Dec 05 23:38:54 UTC 2025","passed","Fri Dec 05 23:38:57 UTC 2025","","instanovoplus_model_test","",""
"Test residue mass.","0","test_get_mass","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","residues_test","",""
"Test spectrum dataset specified initialisation.","611","test_dataset_spec_init","tests.unit_test.transformer_test","Fri Dec 05 23:39:04 UTC 2025","passed","Fri Dec 05 23:39:05 UTC 2025","","dataset_test","",""
"Test spectrum data frame properties.","1","test_properties","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","26","test_predict_nonexisting_config_name[cli0]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Tests mass error calculation.","1","test_calc_mass_error","tests.unit_test.utils_test","Fri Dec 05 23:39:24 UTC 2025","passed","Fri Dec 05 23:39:24 UTC 2025","","metrics_test","",""
"Test residue detokenizer.","0","test_detokenize","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","residues_test","",""
"Test full workflow on a system with CUDA.","6","test_full_workflow_cuda_system","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestIntegration","device_handler_test","",""
"Test applying config for CPU device.","0","test_apply_config_cpu_device","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestApplyDeviceConfig","device_handler_test","",""
"Test greedy decoder decode function.","78","test_decode","tests.unit_test.inference_test","Fri Dec 05 23:38:31 UTC 2025","passed","Fri Dec 05 23:38:31 UTC 2025","","greedy_search_test","",""
"Test mgf to parquet conversion with lazy loading.","12","test_mgf_to_parquet","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test spectrum data frame lazy loading.","17","test_lazy","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test sanitise peptide sequence.","1","test_sanitise_peptides","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test spectrum preprocessing.","622","test_process_peaks","tests.unit_test.transformer_test","Fri Dec 05 23:39:05 UTC 2025","passed","Fri Dec 05 23:39:06 UTC 2025","","dataset_test","",""
"Test training an InstaNovo model and doing inference end-to-end.","0","test_train_model","tests.integration","Fri Dec 05 23:39:06 UTC 2025","skipped","Fri Dec 05 23:39:06 UTC 2025","","instanovo_model_train_test","",""
"Test residue decoder.","1","test_decoder","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","residues_test","",""
"Test incorrect file type error catching.","0","test_incorrect_file_error","tests.unit_test.scripts_test","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","","update_ipc_format_test","",""
"Test multi scale peak embedding errors.","3","test_peak_embed_errors","tests.unit_test.transformer_test","Fri Dec 05 23:39:19 UTC 2025","passed","Fri Dec 05 23:39:19 UTC 2025","","layers_test","",""
"Test function that checks if a sequence matches the precursor mass within some tolerance.","2","test_precursor_match","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","metrics_test","",""
"Test main method call.","3","test_main","tests.unit_test.scripts_test","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","","update_ipc_format_test","",""
"Tests environment variable checks.","2","test_s3_enabled","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","s3_test","",""
"Test loading an InstaNovo model and doing inference end-to-end.","1540","test_transformer_model","tests.integration","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:27 UTC 2025","","instanovo_model_test","",""
"Test check_device without config parameter.","2","test_check_device_no_config","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test data checker.","2","test_check_type_spec","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test handling of request exception during download.","4","test_get_zenodo_request_exception","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","TestZenodoDownload","get_zenodo_record_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","23","test_predict_nonexisting_config_name[cli2]","tests.unit_test","Fri Dec 05 23:39:12 UTC 2025","passed","Fri Dec 05 23:39:12 UTC 2025","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","173","test_model[args0-InstaNovo]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting data path.","173","test_nonexisting_data_path[args2]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Test the main command help text is displayed.","17","test_main_help[args2-Run predictions or train with only the transformer-based InstaNovo model.]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:13 UTC 2025","","cli_test","",""
"Test with empty configuration.","0","test_empty_config","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestEdgeCases","device_handler_test","",""
"Test the main command help text is displayed.","16","test_main_help[args3-Run predictions or train with only the diffusion-based InstaNovo+ model.]","tests.unit_test","Fri Dec 05 23:39:14 UTC 2025","passed","Fri Dec 05 23:39:14 UTC 2025","","cli_test","",""
"Test residue sequence length.","1","test_length","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","residues_test","",""
"Test the setting of the neptune API variable.","10","test_set_neptune_token","tests.unit_test.transformer_test","Fri Dec 05 23:37:41 UTC 2025","passed","Fri Dec 05 23:37:41 UTC 2025","","train_test","",""
"Test the transformer training function with different run configurations.","34575","test_train","tests.unit_test.transformer_test","Fri Dec 05 23:37:41 UTC 2025","passed","Fri Dec 05 23:38:16 UTC 2025","","train_test","",""
"Test successful download of a Zenodo record.","6","test_get_zenodo_success","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","TestZenodoDownload","get_zenodo_record_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config name.","18","test_predict_nonexisting_config_name[cli1]","tests.unit_test","Fri Dec 05 23:39:15 UTC 2025","passed","Fri Dec 05 23:39:15 UTC 2025","","cli_test","",""
"Test get length.","2","test_length","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test getting local path for missing s3 file with missing_ok=True using S3FileHandler.","4","test_s3_file_handler_get_local_path_missing_ok","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","s3_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","175","test_no_output_path[args2]","tests.unit_test","Fri Dec 05 23:39:14 UTC 2025","passed","Fri Dec 05 23:39:14 UTC 2025","","cli_test","",""
"Test mzxml to parquet conversion.","16","test_mzxml_to_parquet","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test with configuration that has existing values.","1","test_config_with_existing_values","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestEdgeCases","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting instanovo model.","174","test_model[args2-InstaNovo]","tests.unit_test","Fri Dec 05 23:39:14 UTC 2025","passed","Fri Dec 05 23:39:14 UTC 2025","","cli_test","",""
"Test configuration updates for CPU device.","0","test_cpu_config_updates","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestGetDeviceConfigUpdates","device_handler_test","",""
"Test that CUDA is preferred over MPS when both are available.","2","test_cuda_priority_over_mps","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestDetectDevice","device_handler_test","",""
"Test device detection when CUDA is available.","1","test_detect_cuda","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestDetectDevice","device_handler_test","",""
"Test peptide metric class initialisation.","1","test_init_metrics","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","metrics_test","",""
"Test linear warmup scheduler.","0","test_warmup_scheduler","tests.unit_test.transformer_test","Fri Dec 05 23:38:16 UTC 2025","passed","Fri Dec 05 23:38:16 UTC 2025","","train_test","",""
"Test the 'predict' command of the instanovo_cli with no output path.","180","test_no_output_path[args0]","tests.unit_test","Fri Dec 05 23:39:15 UTC 2025","passed","Fri Dec 05 23:39:15 UTC 2025","","cli_test","",""
"Test downloading file from s3 using S3FileHandler.","5","test_s3_file_handler_download","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","s3_test","",""
"Test spectrum data frame specified initialisation.","2","test_spec_init","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
"Test when both CUDA and MPS are available.","9","test_both_available","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestGetDeviceCapabilities","device_handler_test","",""
"Test the main function call of train.","9179","test_main","tests.unit_test.diffusion_test","Fri Dec 05 23:38:16 UTC 2025","passed","Fri Dec 05 23:38:25 UTC 2025","","train_test","",""
"Test transformer model inference.","841","test_transformer_model_inference","tests.integration","Fri Dec 05 23:39:27 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","","instanovo_model_test","",""
"Test CLI skips download when target directory exists with matching record ID.","2","test_cli_skips_when_directory_exists","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","TestMainCommand","get_zenodo_record_test","",""
"Test knapsack creation, loading, and functionality.","4536","test_knapsack","tests.integration","Fri Dec 05 23:39:19 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","knapsack_test","",""
"Test applying config with auto-detected device.","2","test_apply_config_auto_detect","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestApplyDeviceConfig","device_handler_test","",""
"Test CLI with different parameters.","7","test_cli_with_different_parameters[https://zenodo.org/records/12345/files/test.zip-other.zip-./other]","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","","get_zenodo_record_test","",""
"Test the 'predict' command of the instanovo_cli with a nonexisting config path.","17","test_predict_nonexisting_config_path[cli0]","tests.unit_test","Fri Dec 05 23:39:14 UTC 2025","passed","Fri Dec 05 23:39:14 UTC 2025","","cli_test","",""
"Test the main command help text is displayed.","30","test_main_help[args0-Run predictions with InstaNovo and optionally with InstaNovo+.]","tests.unit_test","Fri Dec 05 23:39:18 UTC 2025","passed","Fri Dec 05 23:39:18 UTC 2025","","cli_test","",""
"Tests setting of GCP credentials.","14","test_set_credentials","tests.unit_test.scripts_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","set_gcp_credentials_test","",""
"Test loading an InstaNovo+ model and doing inference end-to-end.","20396","test_model","tests.integration","Fri Dec 05 23:38:31 UTC 2025","passed","Fri Dec 05 23:38:52 UTC 2025","","instanovoplus_model_test","",""
"Tests novor amino acid match algorithm.","0","test_novor_match","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","metrics_test","",""
"Test transformer inference when dropping a row.","1825","test_row_drop","tests.unit_test.transformer_test","Fri Dec 05 23:39:01 UTC 2025","passed","Fri Dec 05 23:39:03 UTC 2025","","predict_test","",""
"Test when MPS is requested but not available.","4","test_mps_not_available_but_requested","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Test device detection when only MPS is available.","2","test_detect_mps","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestDetectDevice","device_handler_test","",""
"Test getting local path for s3 file using S3FileHandler.","6","test_s3_file_handler_get_local_path","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","s3_test","",""
"Test when MPS is available and requested.","4","test_mps_available_and_requested","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestValidateAndConfigureDevice","device_handler_test","",""
"Test full workflow on a CPU-only system.","11","test_full_workflow_cpu_only_system","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestIntegration","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli.","1069","test_predict_transformer_pipeline","tests.unit_test","Fri Dec 05 23:39:08 UTC 2025","passed","Fri Dec 05 23:39:09 UTC 2025","","cli_test","",""
"Test transformer inference with knapsack beam search.","969","test_preds_with_knapsack","tests.unit_test.transformer_test","Fri Dec 05 23:38:59 UTC 2025","passed","Fri Dec 05 23:39:00 UTC 2025","","predict_test","",""
"Test successful execution of the CLI command.","7","test_cli_successful_execution","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","TestMainCommand","get_zenodo_record_test","",""
"Tests splitting of peptide.","1","test_split_peptide","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","metrics_test","",""
"Test the 'predict' command of the instanovo_cli.","1059","test_predict_transformer","tests.unit_test","Fri Dec 05 23:39:18 UTC 2025","passed","Fri Dec 05 23:39:19 UTC 2025","","cli_test","",""
"Test handling of a bad zip file.","2","test_unzip_zenodo_bad_zipfile","tests.scripts","Fri Dec 05 23:39:25 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","TestZenodoDownload","get_zenodo_record_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","176","test_instanovoplus_model[args0-.yaml-\\*.ckpt, \\*.pt]","tests.unit_test","Fri Dec 05 23:39:13 UTC 2025","passed","Fri Dec 05 23:39:14 UTC 2025","","cli_test","",""
"Test the 'predict' command of the instanovo plus cli with a non existing file.","174","test_instanovoplus_model[args0-.ckpt-\\*.yaml, \\*.pt]","tests.unit_test","Fri Dec 05 23:39:15 UTC 2025","passed","Fri Dec 05 23:39:15 UTC 2025","","cli_test","",""
"Test InstaNovo model initialisation and methods.","1662","test_model_init","tests.unit_test.transformer_test","Fri Dec 05 23:39:24 UTC 2025","passed","Fri Dec 05 23:39:25 UTC 2025","","model_test","",""
"Test check_device with config parameter.","2","test_check_device_with_config","tests.unit_test.utils_test","Fri Dec 05 23:39:28 UTC 2025","passed","Fri Dec 05 23:39:28 UTC 2025","TestCheckDeviceBackwardCompatibility","device_handler_test","",""
"Test the 'predict' command of the instanovo_cli.","1932","test_predict","tests.unit_test","Fri Dec 05 23:39:16 UTC 2025","passed","Fri Dec 05 23:39:18 UTC 2025","","cli_test","",""
"Test peptide tokenizer.","0","test_tokenize","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","residues_test","",""
"Tests peptide matches calculation.","1","test_get_peptide_matches","tests.unit_test.utils_test","Fri Dec 05 23:39:23 UTC 2025","passed","Fri Dec 05 23:39:23 UTC 2025","","metrics_test","",""
"Test fetching item at specified index.","5","test_get_item","tests.unit_test.utils_test","Fri Dec 05 23:38:26 UTC 2025","passed","Fri Dec 05 23:38:26 UTC 2025","","data_handler_test","",""
